junction	Count
226_285	1
557_609	1135
143_640	1
1282_1426	3
1282_1386	2
366_1140	1
353_495	1
377_440	1
562_730	1
638_840	3
1260_1312	1
1160_1199	1
1032_1126	5
236_354	3
638_688	2
40_354	1
423_474	1
453_1087	1
675_724	3
657_1337	1
1243_1433	1
203_267	2
777_1316	1
940_1525	1
262_396	1
564_616	6
332_375	1
737_1037	1
1044_1126	1
840_1126	2
840_1087	1
395_456	3
1217_1433	1
1081_1426	1
1051_1211	1
857_940	1
1032_1159	9
1042_1165	4
598_872	1
585_690	1
1310_1368	1
451_676	1
979_1027	1
1069_1135	1
1302_1426	1
179_267	8
256_354	1
1345_1399	2
10_354	3
150_521	1
1051_1126	1
404_497	1
1514_1572	1
747_1195	1
464_531	1
1363_1457	2
932_1015	3
977_1182	1
1084_1159	1
617_751	1
307_354	2
1219_1296	1
262_342	2
562_610	7
615_918	1
958_1087	1
1447_1506	1
29_82	3
737_1211	1
207_267	1
262_383	2
777_872	5
353_636	1
495_799	1
562_636	11
10_823	1
251_309	1
139_1165	2
1249_1337	3
1160_1235	3
1363_1537	1
995_1040	2
15_354	1
562_614	3
10_640	1
1326_1426	4
303_365	1
1085_1337	1
1093_1232	1
657_1249	1
932_986	1
1089_1159	1
165_354	1
1361_1479	1
502_1146	1
255_309	1
682_1409	1
1486_1532	1
1206_1253	1
306_1165	1
242_301	1
179_311	1
257_640	1
1310_1433	5
668_1002	1
596_705	2
201_443	1
1264_1409	1
302_1126	2
216_314	1
529_980	1
803_858	1
194_243	1
578_668	1
675_732	1
1399_1479	4
581_636	2
715_1146	1
27_840	1
600_651	1
1542_1602	1
495_918	1
268_777	1
284_354	2
143_227	3
574_714	1
650_823	1
815_898	1
257_918	1
1121_1211	1
453_1165	1
1412_1479	1
360_682	1
638_823	1
1071_1126	2
411_525	1
952_1237	1
1013_1058	2
529_583	1
340_640	1
692_910	1
167_243	2
353_398	1
221_947	1
1032_1237	1
242_375	1
867_1040	1
294_1182	1
1263_1409	1
68_227	1
1363_1500	1
1426_1550	1
327_491	1
892_1040	2
932_978	1
816_979	1
207_281	1
507_840	2
404_532	1
752_804	2
143_200	1
15_898	1
1456_1519	3
316_410	1
448_940	1
631_714	1
220_1140	1
959_1002	1
777_840	6
15_494	2
1425_1479	1
366_918	1
262_333	1
425_795	1
622_1072	1
613_872	2
525_820	1
179_245	3
336_473	1
1032_1514	1
25_494	1
100_160	1
950_1409	2
399_495	1
129_267	5
562_763	1
499_931	1
43_804	1
254_309	1
1439_1562	1
973_1550	1
262_301	1
78_186	1
456_1347	1
475_1165	1
250_314	1
1384_1498	1
485_576	1
749_823	4
1154_1404	1
529_636	1
932_1040	3
735_840	2
1064_1135	1
647_783	1
1243_1352	1
220_456	1
468_550	3
313_428	1
365_431	2
150_546	1
490_597	1
21_636	1
227_508	1
1160_1249	2
1013_1092	1
1427_1562	1
735_804	1
752_858	2
979_1040	1
475_1146	2
777_851	1
840_898	7
263_1002	1
700_840	1
715_1087	1
1038_1081	2
216_327	1
502_1126	1
389_546	1
692_872	1
1206_1337	2
970_1037	1
562_872	1
327_456	2
1345_1409	5
247_393	1
1063_1519	1
719_799	2
512_573	1
569_840	1
1160_1211	11
613_677	2
952_1072	1
1003_1058	3
1486_1570	1
1243_1312	3
1345_1391	1
461_516	1
179_456	3
259_1126	1
515_1040	1
294_918	1
689_1479	1
852_1426	1
251_1002	1
684_872	1
143_245	2
562_608	1
107_1092	1
976_1426	1
1373_1426	4
536_1165	1
807_1249	1
1345_1433	3
1121_1159	1
777_858	2
197_243	1
257_788	1
684_1386	1
747_1087	1
940_1347	1
657_1457	1
749_840	1
786_849	2
1471_1588	1
813_872	1
281_369	1
1032_1110	1
262_378	1
1057_1195	1
834_940	1
552_823	6
506_636	1
119_169	2
411_494	5
890_1211	1
1249_1527	1
1154_1386	1
179_406	1
598_661	1
482_940	1
330_1044	1
456_949	1
353_423	1
150_550	1
749_810	1
1515_1588	1
613_1368	1
638_730	2
475_840	2
100_141	3
867_918	6
1403_1457	1
966_1100	1
1105_1146	1
456_674	1
598_655	1
91_291	1
1443_1519	1
1032_1100	4
608_1044	1
1032_1087	4
251_640	1
512_601	1
150_531	1
211_282	2
1087_1140	1
834_898	2
657_1087	1
91_367	1
411_503	1
1040_1409	1
692_1347	1
816_872	1
312_354	1
786_949	1
1282_1503	1
1471_1534	1
840_1260	1
1243_1287	6
298_494	1
1213_1287	4
212_274	2
198_381	1
1042_1146	1
719_898	1
1003_1112	1
1282_1401	1
1376_1433	1
809_1058	1
211_441	1
53_636	1
1136_1426	1
15_1015	1
495_1040	1
451_520	1
250_404	1
1038_1433	1
737_799	1
1243_1305	1
719_788	3
353_475	1
100_158	2
423_786	1
967_1015	1
1238_1300	1
112_186	1
53_113	1
1065_1347	1
684_1433	2
451_539	1
175_227	1
802_872	2
448_1010	1
1411_1479	2
752_840	1
91_382	1
290_401	1
684_1173	1
456_1140	1
624_688	1
199_267	1
613_688	3
425_1287	1
150_1178	1
700_1486	1
1051_1550	1
777_1203	1
143_301	1
715_1044	1
557_705	1
428_1058	1
129_252	1
479_1058	1
273_354	1
360_918	1
551_609	1
602_730	1
192_354	1
817_872	1
1154_1242	2
684_1287	1
122_206	1
42_141	1
303_360	1
777_823	3
975_1027	1
638_732	3
1274_1433	1
562_1457	1
179_325	1
792_1126	1
247_309	1
715_804	1
719_966	1
10_387	1
423_491	1
657_1506	1
534_872	1
423_604	1
10_525	2
549_820	1
251_1037	1
311_561	1
791_840	1
197_245	1
1370_1433	1
749_936	1
536_597	1
1104_1426	1
832_918	1
270_546	1
613_696	1
752_823	2
810_918	1
456_947	1
171_354	1
671_732	2
1368_1433	1
748_1126	1
1070_1126	1
689_1237	1
1241_1433	1
1066_1126	1
250_354	1
711_1146	1
1160_1287	3
769_1159	1
1336_1479	1
615_1165	1
846_1126	1
735_1015	1
199_333	1
892_1368	1
777_1270	1
389_525	1
122_186	3
179_301	3
1015_1140	1
10_1126	2
1282_1413	1
307_1027	1
222_777	1
340_432	1
1127_1165	3
970_1100	1
246_333	1
636_1002	1
473_525	1
270_847	1
512_636	2
221_354	1
980_1108	1
684_1347	3
1102_1231	1
219_333	1
786_898	4
1375_1433	1
1503_1562	1
27_499	1
519_721	1
50_586	1
381_1448	1
684_1165	1
852_1159	1
254_974	1
332_1110	1
1310_1399	1
537_1550	1
179_243	5
1323_1479	2
91_227	1
1213_1262	2
1106_1195	1
615_1140	1
747_1072	1
596_659	1
449_546	1
411_517	1
107_323	1
481_872	1
201_243	1
757_840	2
1439_1488	1
502_1185	1
692_928	1
596_1002	1
1426_1489	1
750_1229	1
735_791	1
268_619	1
852_1015	1
1528_1588	3
456_1126	1
179_227	6
405_1347	1
1384_1493	1
952_1037	6
613_918	1
892_1015	2
525_1002	1
972_1126	1
1121_1347	1
1160_1514	1
100_163	3
1426_1519	2
961_1087	1
389_1159	1
1121_1249	1
215_619	1
216_301	2
506_771	1
236_309	1
988_1072	1
442_494	3
389_480	1
613_682	2
119_218	1
201_267	1
1080_1156	1
587_682	1
908_1015	1
816_1287	1
247_385	1
777_918	2
220_918	1
684_1211	3
1040_1337	1
977_1126	1
229_354	1
715_1081	2
617_814	1
211_267	3
77_267	1
222_804	1
221_949	1
840_1002	2
1217_1270	1
519_1002	1
40_375	1
193_243	1
749_1015	1
245_546	1
1363_1426	1
777_1426	1
206_267	1
1127_1235	2
620_918	1
657_971	1
302_354	2
777_833	1
964_1015	1
226_322	1
270_898	1
359_528	1
270_840	1
1504_1572	1
1310_1388	1
374_550	1
383_788	1
53_127	1
1027_1087	1
1027_1146	1
15_418	1
1142_1190	1
602_677	1
499_636	1
1249_1426	1
15_730	1
236_721	1
638_872	1
353_456	4
311_354	2
475_1337	1
1519_1572	1
932_1506	2
294_354	3
569_636	2
545_858	1
1243_1347	3
514_799	1
507_1185	1
846_1337	1
661_724	1
10_788	1
899_949	1
638_724	2
1121_1171	2
1373_1502	1
722_823	1
1121_1178	1
303_393	1
661_840	1
448_1040	1
10_267	2
442_546	1
867_907	1
613_663	1
100_375	1
495_1386	1
448_1312	1
55_872	1
719_783	1
1064_1165	1
1224_1550	1
100_170	1
864_1159	1
974_1140	1
216_371	1
140_597	1
423_1457	1
700_751	3
362_1368	1
58_102	2
581_872	1
502_898	1
581_804	1
464_562	1
840_1195	1
303_366	1
638_1015	2
1063_1126	1
755_953	1
700_872	1
574_795	1
824_898	1
303_432	1
1206_1426	1
1486_1530	1
613_751	1
512_1072	1
940_1100	1
1496_1550	2
353_466	1
335_456	1
10_186	2
578_872	1
747_1015	1
680_809	1
29_744	1
1121_1479	1
428_1347	1
475_1002	1
1121_1165	2
68_456	1
747_1433	2
671_804	1
226_297	1
1051_1572	1
243_354	1
536_795	1
924_1087	1
585_1037	1
68_127	1
578_640	2
1175_1270	1
826_918	1
747_1479	1
451_613	1
622_1037	1
918_1015	1
587_724	1
562_613	1
1059_1479	1
107_277	1
893_960	1
834_910	1
890_1126	1
1310_1380	1
10_120	1
528_1058	1
1112_1211	1
44_97	1
389_783	1
515_636	1
562_640	6
1456_1526	1
684_1072	2
448_1002	2
1426_1492	1
411_489	1
179_391	1
1032_1072	3
129_195	2
53_105	1
507_1386	1
562_677	1
411_458	1
893_949	1
1154_1222	1
760_814	1
212_1072	1
692_1037	1
423_808	1
657_1185	1
602_872	1
150_199	1
638_778	1
675_751	3
684_1140	1
890_976	1
327_1368	1
1433_1479	1
918_1002	1
484_546	1
262_456	2
1121_1190	1
33_186	1
613_693	1
499_550	1
251_872	1
562_682	1
846_1015	1
867_945	1
840_940	1
1133_1457	1
1142_1211	1
528_918	2
448_814	1
1003_1081	4
613_672	1
1384_1426	1
368_484	1
1059_1126	1
1093_1173	1
1003_1040	1
890_1002	1
1243_1409	1
671_730	1
10_243	1
940_1337	1
502_746	2
198_443	1
152_267	1
526_918	1
715_1399	1
1067_1265	1
1100_1182	1
15_243	1
1095_1211	1
495_1211	2
454_1300	1
221_966	1
222_1126	1
1180_1235	1
690_749	1
890_966	1
468_648	1
793_882	1
33_110	1
529_882	1
932_991	1
468_744	1
1127_1195	2
690_872	1
1187_1237	1
1282_1474	1
1206_1265	1
1018_1120	1
1003_1242	2
587_636	1
220_380	1
749_1426	1
752_810	1
10_502	1
719_947	1
952_1002	4
737_814	1
950_1337	1
916_1108	1
179_317	1
807_1287	1
700_759	1
68_132	2
303_507	1
613_724	1
1056_1133	1
200_293	1
1154_1293	1
1310_1409	2
1112_1259	1
15_456	1
1408_1588	1
821_872	1
639_705	1
20_546	1
475_872	1
1060_1211	1
932_1081	1
700_782	1
88_186	1
700_771	1
1496_1580	1
536_977	1
461_640	1
1486_1573	1
1160_1245	1
179_961	1
1080_1457	1
690_730	1
10_872	1
544_918	1
1347_1429	1
10_227	1
66_141	1
867_940	1
846_1426	1
867_942	1
1496_1591	1
220_640	1
823_1044	2
715_1190	1
985_1058	1
521_609	1
515_602	1
668_777	1
1054_1159	1
389_503	1
10_494	1
1186_1479	1
80_141	1
613_664	1
229_705	1
502_872	1
562_609	2
1016_1126	1
715_947	1
1206_1270	2
684_1421	1
1206_1300	1
967_1108	1
1127_1185	1
1414_1479	1
1191_1337	1
226_337	1
684_898	1
303_456	1
1068_1120	1
423_493	1
657_918	1
1373_1474	2
502_918	1
932_1360	1
262_314	1
668_705	1
1363_1506	1
33_100	1
449_550	1
952_1044	2
188_1211	1
428_872	1
1395_1506	1
1426_1592	1
840_1152	1
715_1237	1
1213_1330	1
786_940	1
475_898	1
684_918	3
916_1002	1
661_804	1
533_1479	1
1323_1409	2
846_1270	1
366_1087	1
1282_1337	5
1443_1562	1
1184_1409	1
68_144	1
715_1072	1
574_705	2
1384_1450	1
91_267	2
977_1300	1
515_751	1
451_611	1
840_1165	1
215_918	1
777_979	1
932_1337	1
33_227	2
607_705	1
786_828	1
638_1040	1
846_1146	1
294_402	1
944_1249	1
1121_1182	1
958_1140	1
684_1409	1
747_966	1
143_1316	1
587_640	1
100_451	1
270_410	1
362_456	1
945_1386	1
747_1126	1
229_1002	1
1003_1238	1
596_714	2
425_1037	1
932_1300	1
1105_1159	1
985_1100	1
236_494	1
1282_1344	2
227_354	1
389_443	3
890_960	1
1373_1457	1
1121_1222	1
507_987	1
449_1190	1
1034_1457	1
1282_1371	1
840_1044	1
1268_1337	2
952_1165	1
1213_1409	2
652_810	1
1384_1457	2
451_636	1
662_898	1
303_378	1
641_823	2
1003_1114	1
143_1058	4
1027_1235	1
747_1040	1
724_804	1
1032_1287	1
777_1421	1
1404_1457	1
933_1126	1
655_872	2
502_1211	1
924_1002	1
638_964	1
77_141	1
227_1171	1
327_528	1
365_540	1
389_705	1
890_947	1
1027_1165	1
1439_1510	1
335_437	1
25_309	1
1127_1237	1
613_759	1
1456_1506	3
1154_1224	1
1447_1500	1
58_158	1
840_1479	1
1154_1203	1
791_928	1
719_795	1
790_840	1
284_375	1
344_431	1
359_443	1
1310_1501	1
622_1321	1
581_682	1
848_918	1
920_987	1
353_470	1
1379_1479	1
68_130	1
1486_1590	1
204_640	1
617_682	1
840_977	1
926_1087	1
862_987	1
607_1211	1
786_891	1
44_375	1
461_507	1
652_724	1
882_947	1
1243_1300	1
840_1211	1
461_847	1
1105_1165	1
737_802	1
715_949	1
748_1002	1
251_648	1
1121_1287	2
1363_1558	1
657_1479	1
340_804	1
222_872	1
502_799	2
932_998	1
690_759	1
684_1027	1
236_415	1
1127_1178	1
1206_1362	1
25_375	1
1081_1337	1
715_1199	1
448_1287	1
68_267	2
251_823	1
528_1044	1
307_749	1
892_1533	1
464_777	1
502_987	2
397_494	1
524_814	1
1182_1245	1
119_211	1
1234_1479	1
158_243	1
368_476	1
10_714	1
846_1182	1
657_1044	1
684_1081	1
528_1347	1
596_910	1
353_489	1
1049_1100	1
692_1409	1
100_169	1
1426_1474	1
569_640	1
536_1287	1
434_676	1
229_898	1
536_928	1
1217_1287	1
303_1058	1
454_1100	1
529_724	1
1160_1347	1
107_177	1
1160_1399	1
262_307	1
867_976	1
875_966	1
1121_1235	2
932_984	2
448_898	1
1003_1265	1
150_559	1
451_692	1
276_380	1
1034_1550	1
973_1242	1
208_354	1
971_1457	1
512_623	1
1282_1357	1
1384_1496	2
1189_1270	1
507_940	1
1160_1237	2
1105_1337	1
91_161	1
515_605	1
449_771	1
25_243	1
323_410	1
1282_1406	1
151_245	1
10_301	1
10_636	1
1213_1259	1
10_429	1
1482_1572	1
515_571	1
1179_1270	1
749_804	2
910_978	1
138_186	1
892_1297	1
1008_1100	1
446_661	1
777_907	2
15_705	1
399_449	1
162_354	1
366_1245	1
207_309	1
529_609	1
251_1126	1
613_774	1
818_898	1
973_1040	1
1433_1537	1
657_910	1
147_422	1
236_290	1
227_301	1
684_928	2
135_267	1
602_688	1
1267_1525	1
216_267	1
834_966	1
840_910	1
692_1242	1
759_814	1
1056_1105	1
700_977	1
1282_1352	1
506_619	1
303_467	1
1154_1337	2
1077_1235	1
864_947	1
353_430	1
143_267	2
353_417	1
1056_1126	1
303_351	1
797_847	1
220_799	1
353_404	1
1011_1100	1
950_1426	2
1136_1245	1
224_333	1
416_1037	1
216_289	1
722_872	1
453_1426	1
528_648	1
273_648	1
1175_1514	1
448_1211	1
236_288	2
461_636	1
434_495	1
220_475	1
411_550	2
25_898	1
752_1220	1
1382_1479	1
1456_1537	1
1100_1146	1
932_1058	1
1121_1267	1
585_705	1
1399_1562	1
1003_1270	1
952_1572	1
735_872	2
402_705	1
1326_1457	2
562_823	1
1080_1476	1
719_820	1
107_245	1
20_744	1
976_1562	1
1013_1265	1
976_1550	1
279_966	1
700_1119	1
143_243	1
993_1149	1
1282_1335	1
1345_1527	1
945_1002	1
1310_1373	1
290_1015	1
146_245	1
1137_1185	1
986_1126	1
867_1015	2
167_245	2
662_1195	1
129_177	1
512_560	1
192_301	1
10_375	1
167_267	1
551_814	1
332_609	1
822_872	1
58_186	1
1154_1220	1
15_1337	1
747_1409	1
365_443	1
262_401	1
91_145	1
976_1572	1
638_918	1
179_394	1
456_1002	1
27_109	1
260_512	1
545_918	1
1051_1300	1
662_1037	1
389_437	1
581_1337	1
423_636	1
33_1146	1
464_1211	1
1074_1146	1
294_1165	1
454_910	1
1160_1308	1
519_636	1
966_1027	1
461_759	1
265_354	1
812_918	1
279_788	1
216_281	1
1042_1126	1
227_506	1
15_550	1
279_1044	1
461_530	1
981_1034	1
221_1010	1
1426_1488	1
461_514	1
1282_1519	1
757_823	1
1180_1258	1
279_705	1
402_586	1
451_606	1
53_195	1
569_669	1
316_371	1
340_1386	1
284_648	1
442_525	1
1426_1469	1
44_117	1
684_1185	1
211_354	1
311_475	1
952_1100	1
617_799	1
984_1044	1
20_576	1
973_1058	3
461_1368	1
885_940	1
971_1426	1
719_1159	1
432_480	1
715_1126	1
107_195	1
456_872	1
545_804	1
43_1165	1
994_1211	1
944_1426	1
1032_1108	1
236_318	1
805_898	1
356_561	1
1496_1543	1
557_820	1
327_410	1
840_1012	1
15_80	1
1059_1165	1
58_141	1
212_1002	1
122_550	1
719_1237	1
423_469	1
44_152	1
461_566	1
1181_1235	1
279_1027	1
1471_1562	1
359_405	1
270_918	1
1326_1383	1
1052_1519	1
91_142	1
977_1211	1
786_910	1
965_1087	1
1184_1270	1
852_1479	1
537_651	1
248_550	1
927_987	1
1460_1588	1
1356_1457	1
327_397	1
1073_1126	1
213_550	1
44_110	1
562_619	2
399_500	1
1043_1100	1
613_730	1
411_508	1
1189_1235	1
1100_1211	1
574_648	1
220_705	1
262_502	1
226_354	1
613_732	1
460_597	1
607_721	1
401_456	1
510_1146	1
661_705	1
55_309	1
950_1087	1
1121_1321	1
68_137	1
1426_1481	1
475_918	1
1234_1337	1
20_456	1
1081_1211	1
536_609	1
1406_1506	1
303_379	1
867_965	1
1486_1550	1
155_234	1
608_1426	1
1179_1347	1
1305_1386	1
107_173	1
1051_1457	1
389_431	1
506_682	1
1199_1337	1
749_910	1
495_1337	1
719_771	1
952_1108	1
179_918	1
1302_1386	1
820_918	1
25_636	1
78_163	1
135_640	1
525_1081	1
529_918	1
562_661	1
179_252	1
198_279	1
1217_1321	1
290_918	2
932_1105	1
461_548	1
305_907	1
655_730	1
634_705	1
263_918	1
812_898	1
254_840	1
657_751	1
854_1409	1
1323_1433	1
537_840	1
809_918	1
50_494	1
533_1386	1
1027_1072	1
506_557	1
748_1037	1
545_947	1
179_759	1
262_430	1
1316_1457	1
330_705	1
284_546	1
840_1572	1
510_1037	1
952_1010	1
497_585	1
1274_1479	1
1206_1293	1
1160_1507	1
442_576	1
910_1002	1
531_609	1
952_1087	2
920_1126	1
1310_1365	1
1213_1321	1
1032_1195	1
454_1044	1
135_502	1
893_947	1
814_1002	1
1345_1446	1
303_414	1
786_902	1
661_872	1
479_636	1
270_317	1
490_576	1
451_496	1
402_640	1
497_1300	1
684_1087	2
607_849	1
1323_1399	1
280_705	1
338_443	1
402_1072	1
194_755	1
1440_1506	1
638_748	1
233_1002	1
213_918	1
1426_1546	1
543_640	1
747_1199	1
1095_1171	1
735_1436	1
815_1015	1
952_1126	1
263_947	1
423_918	1
366_1081	1
306_607	4
312_620	1
514_1126	1
950_1072	1
327_598	1
747_918	1
315_783	1
316_653	1
330_619	1
795_872	1
1439_1505	1
421_1087	1
529_599	1
940_1140	1
996_1044	1
1081_1185	1
1086_1159	1
585_648	1
608_940	1
521_921	1
1310_1352	1
622_960	1
1213_1371	1
892_1185	1
1358_1409	1
1080_1132	1
867_1058	1
1426_1500	1
1095_1409	1
1514_1562	1
1127_1182	1
1121_1245	1
1267_1562	1
1243_1327	1
